eventid,iyear,imonth,month_txt,iday,date,country_txt,region_txt,provstate,city,latitude,longitude,multiple,success,suicide,suicide_txt,attacktype1_txt,targtype1_txt,target1,weaptype1_txt,nkill
2.02E+11,2017,2,Feb,10,10/02/2017,Nigeria,Sub-Saharan Africa,Kogi,Eika,7.586111,6.266667,1,1,0,No,Assassination,Government (General),Chairman of Eika Community: Mallam Sadiq Obomi,Firearms,1
2.02E+11,2017,2,Feb,10,10/02/2017,Pakistan,South Asia,Federally Administered Tribal Areas,Borki,33.859184,69.946548,0,1,0,No,Bombing/Explosion,Business,Goods-Laden Truck,Explosives,0
2.02E+11,2017,2,Feb,10,10/02/2017,India,South Asia,Manipur,Motbung,24.99846,93.904674,0,1,0,No,Hostage Taking (Kidnapping),Transportation,Rickshaw Driver: Robin Thapa,Unknown,0
2.02E+11,2017,2,Feb,10,10/02/2017,India,South Asia,Odisha,Sandengleli,19.55591,83.374969,0,1,0,No,Facility/Infrastructure Attack,Business,Construction Equipment,Firearms,0
2.02E+11,2017,2,Feb,10,10/02/2017,India,South Asia,Assam,Udalguri district,26.689716,91.909924,0,1,0,No,Armed Assault,Private Citizens & Property,Residence of Former National Democratic Front of Bodoland (NDFB) Member: Bokul Rabha,Firearms,2
2.02E+11,2017,2,Feb,10,10/02/2017,Democratic Republic of the Congo,Sub-Saharan Africa,Kasai-Central,Tshimbulu,-6.478666,22.861196,0,1,0,No,Armed Assault,Private Citizens & Property,Town,Firearms,30
2.02E+11,2017,2,Feb,10,10/02/2017,Afghanistan,South Asia,Badakhshan,Faizabad,37.10783,70.567558,0,1,0,No,Armed Assault,Police,Officer: Mohammad Adil,Firearms,2
2.02E+11,2017,2,Feb,10,10/02/2017,Syria,Middle East & North Africa,Homs,Homs,34.717705,36.722824,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Residential Area,Explosives,
2.02E+11,2017,2,Feb,11,11/02/2017,Peru,South America,Ica,Ica,-14.071426,-75.736286,0,1,0,No,Assassination,Journalists & Media,Journalist: Julio Cesar Moises Mesco,Unknown,1
2.02E+11,2017,2,Feb,9,9/02/2017,United States,North America,Mississippi,Jackson,32.298757,-90.18481,0,1,0,No,Facility/Infrastructure Attack,Private Citizens & Property,Residence of Leader: Stanley Wesley,Incendiary,0
2.02E+11,2017,2,Feb,10,10/02/2017,Angola,Sub-Saharan Africa,Cabinda,Nkangu,-4.951934,12.622697,0,1,0,No,Unknown,Military,Soldiers,Unknown,4
2.02E+11,2017,2,Feb,10,10/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Market,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,Thailand,Southeast Asia,Narathiwat,Ruepo,6.15879,101.670437,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Vehicle,Explosives,0
2.02E+11,2017,2,Feb,9,9/02/2017,Iraq,Middle East & North Africa,Kirkuk,Zeibat,34.986745,43.925794,1,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,Civilians,Unknown,
2.02E+11,2017,2,Feb,11,11/02/2017,Afghanistan,South Asia,Helmand,Lashkar Gah,31.60063,64.369652,0,1,1,Yes,Bombing/Explosion,Military,Soldiers,Explosives,7
2.02E+11,2017,2,Feb,11,11/02/2017,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,0,0,0,No,Armed Assault,Police,Officers,Melee,0
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1,1,0,No,Bombing/Explosion,Other,Green Zone,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1,1,0,No,Bombing/Explosion,Private Citizens & Property,Neighborhoods,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Diyala,Naft Khanah,34.035641,45.440578,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,0,1,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,1
2.02E+11,2017,2,Feb,11,11/02/2017,Philippines,Southeast Asia,Davao Oriental,San Jose,7.317427,126.547417,0,1,0,No,Bombing/Explosion,Military,Trucks,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,Pakistan,South Asia,Balochistan,Balgatar,26.173056,64.036111,0,1,0,No,Armed Assault,Military,Vehicle,Firearms,0
2.02E+11,2017,2,Feb,11,11/02/2017,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,Civilian: Hamed Saleh Hamed,Unknown,1
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Saladin,Unknown,34.533753,43.483738,0,1,0,No,Bombing/Explosion,Military,Soldiers,Explosives,1
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Market,Explosives,1
2.02E+11,2017,2,Feb,11,11/02/2017,Iraq,Middle East & North Africa,Diyala,Tawakol,34.053467,44.933075,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Farmer,Explosives,1
2.02E+11,2017,2,Feb,11,11/02/2017,Pakistan,South Asia,Khyber Pakhtunkhwa,Tajori,32.629181,70.582558,0,1,0,No,Hostage Taking (Kidnapping),Government (General),Deputy Director: Mohibur Rehman,Firearms,0
2.02E+11,2017,2,Feb,11,11/02/2017,Nigeria,Sub-Saharan Africa,Borno,Mussa,10.737778,13.130556,0,1,0,No,Facility/Infrastructure Attack,Private Citizens & Property,Village,Incendiary,
2.02E+11,2017,2,Feb,11,11/02/2017,Central African Republic,Sub-Saharan Africa,Ouaka,Ngawa,6.263236,21.198347,0,0,0,No,Armed Assault,Private Citizens & Property,City,Firearms,4
2.02E+11,2017,2,Feb,12,12/02/2017,Philippines,Southeast Asia,Iloilo,Cagamutan Sur,10.789048,122.590448,0,1,0,No,Bombing/Explosion,Business,Videoke Bar,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,Afghanistan,South Asia,Kabul,Kabul,34.516895,69.147011,0,1,0,No,Bombing/Explosion,Government (General),Building,Explosives,0
2.02E+11,2017,2,Feb,11,11/02/2017,South Sudan,Sub-Saharan Africa,Imatong,Nimule district,3.591585,32.063859,0,1,0,No,Assassination,Military,Convoy of Brigadier General: Ajith Akuei,Firearms,1
2.02E+11,2017,2,Feb,11,11/02/2017,Sudan,Sub-Saharan Africa,North Darfur,Tawilah district,13.514231,24.86034,0,1,0,No,Armed Assault,Private Citizens & Property,Merchant: Haround Ismail,Firearms,1
2.02E+11,2017,2,Feb,11,11/02/2017,Philippines,Southeast Asia,Agusan del Norte,San Isidro,9.230375,125.565639,0,1,0,No,Armed Assault,Military,Soldier,Firearms,3
2.02E+11,2017,2,Feb,11,11/02/2017,Libya,Middle East & North Africa,Murqub,Al-Khums,32.646988,14.260969,0,1,0,No,Hostage Taking (Kidnapping),Government (General),Mayor: Mukhtar Khalifah al-Ma'dani,Unknown,
2.02E+11,2017,2,Feb,11,11/02/2017,Central African Republic,Sub-Saharan Africa,Ouham,Bowai,6.991231,17.277621,0,1,0,No,Armed Assault,Private Citizens & Property,Village,Firearms,3
2.02E+11,2017,2,Feb,11,11/02/2017,Mali,Sub-Saharan Africa,Segou,Macina,13.961111,-5.358333,0,1,0,No,Unknown,Private Citizens & Property,Bambara Trader: Cheickna Traore,Unknown,1
2.02E+11,2017,2,Feb,11,11/02/2017,Central African Republic,Sub-Saharan Africa,Mbomou,Unknown,5.556837,23.763283,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,Civilians,Incendiary,
2.02E+11,2017,2,Feb,12,12/02/2017,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,0,1,0,No,Armed Assault,Private Citizens & Property,Coptic Christian Civilian: Bahjat Mina,Firearms,1
2.02E+11,2017,2,Feb,12,12/02/2017,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,0,1,0,No,Armed Assault,Private Citizens & Property,Coptic Christian Civilian: Adil Shawqi,Firearms,1
2.02E+11,2017,2,Feb,11,11/02/2017,Afghanistan,South Asia,Kunduz,Zakhel,36.703552,68.847084,0,1,0,No,Bombing/Explosion,Private Citizens & Property,House,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1,1,0,No,Bombing/Explosion,Private Citizens & Property,Village,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Neighborhood,Explosives,
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Saff at Tut,36.045,43.311667,0,1,0,No,Armed Assault,Private Citizens & Property,Former Islamic State in Iraq and the Levant (ISIL) Member,Firearms,1
2.02E+11,2017,2,Feb,8,8/02/2017,Iraq,Middle East & North Africa,Basra,Basra,30.510054,47.778095,0,1,0,No,Assassination,Military,Secretary-General: Bassem Al-Moussawi,Firearms,1
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Sheikh Muhammad,36.423756,42.983494,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,Civilians,Firearms,5
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1,1,0,No,Bombing/Explosion,Private Citizens & Property,Market,Explosives,1
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Ayn Talawi,36.3825,42.216667,1,1,1,Yes,Bombing/Explosion,Military,Positions,Explosives,17
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Ayn al-Hisyan,36.318344,42.21035,1,1,1,Yes,Bombing/Explosion,Military,Positions,Explosives,17
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Ash Shariah,36.349444,42.265556,1,1,1,Yes,Bombing/Explosion,Military,Positions,Explosives,16
2.02E+11,2017,2,Feb,12,12/02/2017,Pakistan,South Asia,Federally Administered Tribal Areas,Zarmilana,32.066876,69.353311,0,1,0,No,Bombing/Explosion,Military,Personnel,Explosives,3
2.02E+11,2017,2,Feb,12,12/02/2017,Pakistan,South Asia,Sindh,Karachi,24.891115,67.143311,1,1,0,No,Armed Assault,Journalists & Media,News Van,Firearms,1
2.02E+11,2017,2,Feb,12,12/02/2017,Somalia,Sub-Saharan Africa,Lower Shebelle,Tihsile,1.876646,44.247901,1,1,0,No,Armed Assault,Military,Base,Firearms,2
2.02E+11,2017,2,Feb,12,12/02/2017,Somalia,Sub-Saharan Africa,Lower Shebelle,War Maxan,2.398135,45.018703,1,1,0,No,Armed Assault,Military,Base,Firearms,2
2.02E+11,2017,2,Feb,12,12/02/2017,Somalia,Sub-Saharan Africa,Lower Shebelle,War Maxan,2.398135,45.018703,1,1,0,No,Bombing/Explosion,Military,Convoy,Explosives,2
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Sheep Market,Explosives,1
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Diyala,Nahrawan,33.375759,44.702866,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Market,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1,1,0,No,Bombing/Explosion,Private Citizens & Property,Area,Explosives,2
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1,1,0,No,Bombing/Explosion,Private Citizens & Property,Area,Explosives,1
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1,1,0,No,Bombing/Explosion,Private Citizens & Property,Area,Explosives,1
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Al-Arbaj,36.158056,43.259444,1,1,1,Yes,Bombing/Explosion,Police,Headquarters,Explosives,3
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Nineveh,Al-Arbaj,36.158056,43.259444,1,1,0,No,Unknown,Police,Officer,Unknown,4
2.02E+11,2017,2,Feb,12,12/02/2017,Iraq,Middle East & North Africa,Al Anbar,Haqlaniyah,34.085258,42.360344,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Area,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,India,South Asia,Chhattisgarh,Basaguda,18.792596,80.813556,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,1
2.02E+11,2017,2,Feb,12,12/02/2017,Pakistan,South Asia,Federally Administered Tribal Areas,Damadola,34.789406,71.46608,0,1,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Afghanistan,South Asia,Kandahar,Kandahar,31.631083,65.742226,0,1,0,No,Assassination,Police,Deputy Police Chief: Mohammad Yaqob,Firearms,1
2.02E+11,2017,2,Feb,11,11/02/2017,Afghanistan,South Asia,Kunduz,Kunduz,36.705776,68.87706,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Syria,Middle East & North Africa,Daraa,Daraa,32.622334,36.103756,1,1,1,Yes,Bombing/Explosion,Private Citizens & Property,Neighborhood,Explosives,8
2.02E+11,2017,2,Feb,12,12/02/2017,Syria,Middle East & North Africa,Daraa,Daraa,32.622334,36.103756,1,1,1,Yes,Bombing/Explosion,Private Citizens & Property,Residential Area,Explosives,8
2.02E+11,2017,2,Feb,12,12/02/2017,Syria,Middle East & North Africa,Daraa,Daraa,32.622334,36.103756,1,1,1,Yes,Bombing/Explosion,Private Citizens & Property,Square,Explosives,7
2.02E+11,2017,2,Feb,12,12/02/2017,India,South Asia,Odisha,Kulhiamunda,21.051944,83.381111,0,1,0,No,Facility/Infrastructure Attack,Business,Construction Camp,Firearms,0
2.02E+11,2017,2,Feb,12,12/02/2017,India,South Asia,Jharkhand,Bhelwaghati,24.602707,86.221308,0,0,0,No,Assassination,Government (General),Residence of Village Head: Prabhawati Devi,Firearms,2
2.02E+11,2017,2,Feb,12,12/02/2017,Nigeria,Sub-Saharan Africa,Kogi,Okene,7.55,6.233333,0,1,0,No,Hostage Taking (Kidnapping),Government (General),Former Director: Mike Ejiofor,Firearms,
2.02E+11,2017,2,Feb,12,12/02/2017,India,South Asia,Jharkhand,Kathupani,23.04413,84.537946,0,1,0,No,Facility/Infrastructure Attack,Business,Mining Equipment,Incendiary,0
2.02E+11,2017,2,Feb,12,12/02/2017,India,South Asia,Jharkhand,Barisa Tongri,23.04413,84.537946,0,1,0,No,Facility/Infrastructure Attack,Business,Stone Crusher,Unknown,0
2.02E+11,2017,2,Feb,12,12/02/2017,Afghanistan,South Asia,Khost,Gurbuz district,33.228035,69.957803,0,1,0,No,Armed Assault,Military,Patrol,Firearms,
2.02E+11,2017,2,Feb,12,12/02/2017,Syria,Middle East & North Africa,Aleppo,Bab,36.366199,37.512276,0,1,0,No,Unknown,Military,Soldiers,Unknown,1
2.02E+11,2017,2,Feb,12,12/02/2017,United Kingdom,Western Europe,England,Salford,53.494836,-2.263143,0,1,0,No,Facility/Infrastructure Attack,Religious Figures/Institutions,Church,Incendiary,0
2.02E+11,2017,2,Feb,13,13/02/2017,Pakistan,South Asia,Punjab,Lahore,31.50547,74.34288,0,1,1,Yes,Bombing/Explosion,Private Citizens & Property,Protesters,Explosives,16
2.02E+11,2017,2,Feb,13,13/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,4
2.02E+11,2017,2,Feb,13,13/02/2017,Afghanistan,South Asia,Kandahar,Nawai Kalay,30.956481,66.168925,0,1,0,No,Assassination,Private Citizens & Property,Tribal Elder: Haji Zainullah,Firearms,1
2.02E+11,2017,2,Feb,12,12/02/2017,Saudi Arabia,Middle East & North Africa,Jazan,Ardah,17.15,42.5,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilian,Explosives,1
2.02E+11,2017,2,Feb,13,13/02/2017,Pakistan,South Asia,Balochistan,Quetta,30.200819,66.994354,0,1,0,No,Bombing/Explosion,Police,"Officers: Commander Abdur Razzaq, Head Constable Abdul Majeed",Explosives,2
2.02E+11,2017,2,Feb,13,13/02/2017,Iraq,Middle East & North Africa,Nineveh,Hammam al-Alil,36.158558,43.2551,0,0,0,No,Unknown,Private Citizens & Property,Village,Unknown,
2.02E+11,2017,2,Feb,13,13/02/2017,Iraq,Middle East & North Africa,Nineveh,Albu Sayf,36.273106,43.159374,0,0,0,No,Unknown,Military,Positions,Unknown,13
2.02E+11,2017,2,Feb,13,13/02/2017,Iraq,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Afghanistan,South Asia,Jawzjan,Unknown,36.896969,65.665857,0,1,0,No,Bombing/Explosion,Police,Brother of District Police Chief,Explosives,1
2.02E+11,2017,2,Feb,12,12/02/2017,Pakistan,South Asia,Khyber Pakhtunkhwa,Khaista,34.394322,72.615117,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,2
2.02E+11,2017,2,Feb,13,13/02/2017,Malaysia,Southeast Asia,Selangor,Petaling Jaya,3.1072,101.603592,0,1,0,No,Hostage Taking (Kidnapping),Religious Figures/Institutions,Pastor: Raymond Koh Keng Joo,Unknown,
2.02E+11,2017,2,Feb,13,13/02/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,0
2.02E+11,2017,2,Feb,13,13/02/2017,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,0,1,0,No,Bombing/Explosion,Police,Checkpoint,Explosives,1
2.02E+11,2017,2,Feb,13,13/02/2017,Nigeria,Sub-Saharan Africa,Borno,Mifa,10.869205,12.847621,0,1,0,No,Armed Assault,Religious Figures/Institutions,Islamic Scholar,Firearms,2
2.02E+11,2017,2,Feb,13,13/02/2017,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,0,1,0,No,Assassination,Government (General),Electoral Delegate: Bashiir Mohamed Ali,Firearms,1
2.02E+11,2017,2,Feb,13,13/02/2017,Somalia,Sub-Saharan Africa,Middle Shebelle,Qalimow,2.591019,45.370174,0,1,0,No,Armed Assault,Military,Base,Explosives,3
2.02E+11,2017,2,Feb,13,13/02/2017,Bangladesh,South Asia,Chittagong,Lama,21.773859,92.196518,0,1,0,No,Armed Assault,Military,Patrol,Firearms,1
2.02E+11,2017,2,Feb,13,13/02/2017,Afghanistan,South Asia,Logar,Unknown,34.014552,69.192392,0,1,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,3
2.02E+11,2017,2,Feb,13,13/02/2017,Sudan,Sub-Saharan Africa,North Darfur,Tabit,13.314837,25.088934,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,"Civilians: Abdelrazag Yousef, Abdallah Kharif, Adam Harou",Firearms,
2.02E+11,2017,2,Feb,13,13/02/2017,Nigeria,Sub-Saharan Africa,Abuja,Apiawe,9.099939,7.278099,0,1,0,No,Facility/Infrastructure Attack,Religious Figures/Institutions,Church,Incendiary,0
2.02E+11,2017,2,Feb,13,13/02/2017,Central African Republic,Sub-Saharan Africa,Nana-Grebizi,Kaga-Bandoro,6.997777,19.180971,0,0,0,No,Armed Assault,Private Citizens & Property,Town,Firearms,0
2.02E+11,2017,2,Feb,13,13/02/2017,Nepal,South Asia,Province 3,Kathmandu,27.708754,85.329498,0,1,0,No,Facility/Infrastructure Attack,Educational Institution,Rector: Sudha Tripathi,Incendiary,0
2.02E+11,2017,2,Feb,13,13/02/2017,Pakistan,South Asia,Federally Administered Tribal Areas,Sheikhan,33.697271,71.144852,0,1,0,No,Armed Assault,Private Citizens & Property,"Vehicle of Tribal Elders: Wakil Khan, Mohammad Afzal, Mohammad Javed",Firearms,3
2.02E+11,2017,2,Feb,13,13/02/2017,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,0,1,0,No,Armed Assault,Private Citizens & Property,Civilian,Firearms,0
2.02E+11,2017,2,Feb,13,13/02/2017,Libya,Middle East & North Africa,Jabal Al Akhdar,Wasita,32.831712,21.687634,0,0,0,No,Assassination,Military,Colonel: Faraj al-Baraasi,Firearms,0
2.02E+11,2017,2,Feb,13,13/02/2017,Iraq,Middle East & North Africa,Diyala,Kanaan,33.693409,44.796085,0,1,0,No,Assassination,Government (General),Judge,Firearms,1
2.02E+11,2017,2,Feb,14,14/02/2017,Libya,Middle East & North Africa,Jabal Al Akhdar,Wasita,32.831712,21.687634,0,0,0,No,Assassination,Military,Colonel: Faraj al-Baraasi,Firearms,1
2.02E+11,2017,2,Feb,14,14/02/2017,Thailand,Southeast Asia,Pattani,Bue Re,6.715779,101.56858,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Colombia,South America,Meta,Susumuco,4.199835,-73.745036,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Yemen,Middle East & North Africa,Taizz,Mukha,13.319617,43.25563,0,0,0,No,Bombing/Explosion,Military,Posts,Explosives,0
2.02E+11,2017,2,Feb,12,12/02/2017,Pakistan,South Asia,Sindh,Karachi,24.891115,67.143311,1,1,0,No,Bombing/Explosion,Police,Vehicle,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Bahrain,Middle East & North Africa,Central,Sitra,26.169081,50.614277,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Yemen,Middle East & North Africa,Al Hudaydah,Hudaydah,14.781294,42.972851,0,1,0,No,Hostage Taking (Kidnapping),NGO,Aid Workers,Unknown,
2.02E+11,2017,2,Feb,14,14/02/2017,Philippines,Southeast Asia,Zamboanga Sibugay,La Paz,7.476866,122.861858,0,0,0,No,Assassination,Government (General),Residence of Municipal Councilor: Salim Laja,Firearms,0
2.02E+11,2017,2,Feb,14,14/02/2017,India,South Asia,Meghalaya,Sangkini Dapgre,25.318661,90.440804,0,1,0,No,Hostage Taking (Kidnapping),Business,"Quarry Workers: Shyama Rabha, Manoj Das, Dipak Baiswa",Firearms,0
2.02E+11,2017,2,Feb,14,14/02/2017,Philippines,Southeast Asia,Zamboanga Sibugay,Buenavista,7.237076,122.254793,0,1,0,No,Armed Assault,Transportation,Passenger Bus,Firearms,0
2.02E+11,2017,2,Feb,14,14/02/2017,Somalia,Sub-Saharan Africa,Mudug,Ceel Cabdi,4.483333,47.95,0,1,0,No,Armed Assault,Military,Vehicles,Firearms,1
2.02E+11,2017,2,Feb,14,14/02/2017,India,South Asia,Gujarat,Rajkot,22.251517,70.793971,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,India,South Asia,Jammu and Kashmir,Totagali,33.571775,74.241036,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Yemen,Middle East & North Africa,Al Bayda,Radaa,14.413989,44.837418,0,1,1,Yes,Bombing/Explosion,Terrorists/Non-State Militia,Members,Explosives,4
2.02E+11,2017,2,Feb,14,14/02/2017,China,East Asia,Xinjiang,Pishan,37.621435,78.283649,0,1,0,No,Armed Assault,Private Citizens & Property,Civilians,Melee,8
2.02E+11,2017,2,Feb,14,14/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,2
2.02E+11,2017,2,Feb,14,14/02/2017,Philippines,Southeast Asia,Davao Oriental,Lupon,7.106,126.176643,0,1,0,No,Hostage Taking (Kidnapping),Military,"72nd Infantry Battalion Soldiers: Rene Doller, Carl Mark Nucos",Unknown,0
2.02E+11,2017,2,Feb,14,14/02/2017,Philippines,Southeast Asia,Surigao del Norte,Malimono,9.617466,125.40209,0,0,0,No,Armed Assault,Government (General),Relief Convoy,Firearms,0
2.02E+11,2017,2,Feb,14,14/02/2017,India,South Asia,Maharashtra,Bhiwandi,19.281255,73.048291,0,1,0,No,Assassination,Government (General),Corporator: Manoj Mhatre,Firearms,1
2.02E+11,2017,2,Feb,14,14/02/2017,Democratic Republic of the Congo,Sub-Saharan Africa,South Kivu,Walungu district,-2.708121,28.646898,0,1,0,No,Armed Assault,Private Citizens & Property,Civilians,Firearms,9
2.02E+11,2017,2,Feb,14,14/02/2017,Democratic Republic of the Congo,Sub-Saharan Africa,Ituri,Kaswara,1.214835,30.084139,0,1,0,No,Armed Assault,Military,Soldiers,Firearms,3
2.02E+11,2017,2,Feb,14,14/02/2017,Afghanistan,South Asia,Kunduz,Khanabad district,36.68253,69.115468,0,1,0,No,Hostage Taking (Barricade Incident),Transportation,Passenger Bus,Unknown,0
2.02E+11,2017,2,Feb,11,11/02/2017,Syria,Middle East & North Africa,Aleppo,Khanasser,35.781292,37.499214,1,1,0,No,Unknown,Military,Soldiers,Unknown,26
2.02E+11,2017,2,Feb,11,11/02/2017,Syria,Middle East & North Africa,Aleppo,Unknown,36.202105,37.13426,1,1,0,No,Unknown,Military,Soldiers,Unknown,25
2.02E+11,2017,2,Feb,14,14/02/2017,India,South Asia,Manipur,Khoupum,24.64955,93.479288,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,Workers,Unknown,0
2.02E+11,2017,2,Feb,14,14/02/2017,Greece,Western Europe,Attica,Athens,37.99749,23.762728,0,1,0,No,Bombing/Explosion,Government (General),Post Office,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Dominican Republic,Central America & Caribbean,San Pedro de Macoris,San Pedro de Macoris,18.454394,-69.301685,0,1,0,No,Assassination,Journalists & Media,"Journalists: Luis Manuel Medina, Leonidas Martinez, Dayana Garcia",Firearms,2
2.02E+11,2017,2,Feb,14,14/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,No,Bombing/Explosion,Business,Shops,Explosives,0
2.02E+11,2017,2,Feb,14,14/02/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilian,Explosives,0
2.02E+11,2017,2,Feb,15,15/02/2017,Pakistan,South Asia,Federally Administered Tribal Areas,Ghalanai,34.320023,71.399002,0,1,1,Yes,Bombing/Explosion,Government (General),Compound,Explosives,7
2.02E+11,2017,2,Feb,15,15/02/2017,Pakistan,South Asia,Khyber Pakhtunkhwa,Hayatabad,33.976307,71.437157,0,1,1,Yes,Bombing/Explosion,Government (General),Court Van,Explosives,2
2.02E+11,2017,2,Feb,15,15/02/2017,Pakistan,South Asia,Federally Administered Tribal Areas,Musa Kor,34.621389,71.425833,0,1,1,Yes,Bombing/Explosion,Unknown,Unknown,Explosives,1
