eventid,iyear,imonth,iday,country_txt,region_txt,provstate,city,latitude,longitude,location,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,guncertain1,claimed,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,dbsource
2.01703E+11,2017,3,12,South Sudan,Sub-Saharan Africa,Western Bieh,Unknown,8.650116,30.987207,,0,1,0,7,Facility/Infrastructure Attack,Military,"Military Personnel (soldiers, troops, officers, forces)",Sudan People's Liberation Army (SPLA),Soldiers,South Sudan,Unknown,0,0,Incendiary,18,Arson/Fire,23,START Primary Collection
2.01703E+11,2017,3,11,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,,0,1,0,2,Armed Assault,Business,Retail/Grocery/Bakery,Unknown,Cigarette Kiosk,Egypt,Sinai Province of the Islamic State,0,1,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01703E+11,2017,3,12,Iraq,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,The incident occurred in Al-Faris district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Not Applicable,Residence,Iraq,Unknown,0,0,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",1,START Primary Collection
2.01703E+11,2017,3,12,Iraq,Middle East & North Africa,Al Anbar,Rutbah district,33.039267,40.044459,The incident occurred west of Rutbah.,0,1,0,2,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Iraqi Army,Headquarters,Iraq,Islamic State of Iraq and the Levant (ISIL),0,1,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01703E+11,2017,3,12,Tajikistan,Central Asia,Khatlon,Qurghonteppa,37.836394,68.780338,,0,1,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Tajikistan,Jihadi-inspired extremists,0,0,Explosives,16,Unknown Explosive Type,1,START Primary Collection
2.01703E+11,2017,3,12,Myanmar,Southeast Asia,Shan,Mong Tat,23.182778,97.397778,The incident occurred in the the Namtu area of Kyaukame district.,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Myanmar,Ta'ang National Liberation Army (TNLA),0,1,Unknown,,,1,START Primary Collection
2.01703E+11,2017,3,12,Pakistan,South Asia,Punjab,Lahore,31.50547,74.34288,The incident occurred in the Manawan neighborhood.,0,1,0,1,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Pakistan People's Party (PPP),Leader: Babar Sohail Butt,Pakistan,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,12,Peru,South America,Junin,Santo Domingo de Acobamba,-11.80203,-74.778511,The incident occurred in the Huancayo district.,0,0,0,2,Armed Assault,Military,Military Aircraft,Peruvian Army,Helicopter,Peru,Shining Path (SL),0,0,Firearms,2,Automatic or Semi-Automatic Rifle,0,START Primary Collection
2.01703E+11,2017,3,12,Iraq,Middle East & North Africa,Al Anbar,Haswa,33.264934,44.072294,The incident occurred in the Abu Ghraib district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Not Applicable,Vehicle of Civilian,Iraq,Unknown,0,0,Explosives,29,Sticky Bomb,1,START Primary Collection
2.01703E+11,2017,3,12,Iraq,Middle East & North Africa,Diyala,Bawi,33.105896,44.564686,The incident occurred near Madain.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Vegetable Market,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,1,START Primary Collection
2.01703E+11,2017,3,12,Iraq,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,The incident occurred in the Mahawil district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Cleaners,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,12,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,The incident occurred in the Jisr Diyala area close to the Old Diyala Bridge.,0,1,0,3,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Shops,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Philippines,Southeast Asia,Maguindanao,Datu Salibo district,6.966715,124.469906,The incident occurred on a road in the Gawang village.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Philippines,Bangsamoro Islamic Freedom Movement (BIFM),0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Philippines,Southeast Asia,North Cotabato,San Vincente,6.949902,125.101076,The incident occurred in the Makilala district.,0,1,0,4,Hijacking,Transportation,Bus (excluding tourists),Yellow Bus Line (YBLI),Bus,Philippines,New People's Army (NPA),0,1,Firearms,3,Handgun,0,START Primary Collection
2.01703E+11,2017,3,13,Philippines,Southeast Asia,Abra,Poblacion,17.582784,121.005421,The incident occurred on the Malibcong Bridge in the Malibcong district.,1,1,0,3,Bombing/Explosion,Police,Police Security Forces/Officers,Philippine National Police (PNP),"Officers: Jessie Pastores Trinidad, Marlon Banigan de Lapaz, Gerome Pacapac Baldos",Philippines,New People's Army (NPA),0,1,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,14,Pakistan,South Asia,Balochistan,Gishkor,26.098269,65.475736,The incident occurred in Awaran district.,0,1,0,6,Hostage Taking (Kidnapping),Educational Institution,Teacher/Professor/Instructor,Government of Pakistan,"Teachers: Rashid Ali, Elahi Bakhsh, Rasool Bakhsh",Pakistan,Unknown,0,0,Unknown,,,,START Primary Collection
2.01703E+11,2017,3,13,Pakistan,South Asia,Balochistan,Khuzdar,27.809921,66.620956,The incident occurred in Khuzdar district.,0,1,0,3,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Convoy,Pakistan,Baloch Liberation Front (BLF),0,1,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Pakistan,South Asia,Balochistan,Quetta,30.200819,66.994354,The incident occurred on Spini Road.,0,0,0,3,Bombing/Explosion,Government (General),Government Building/Facility/Office,Pakistan Federal Board of Revenue,Office,Pakistan,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Pakistan,South Asia,Balochistan,Turbat,25.999413,63.047451,The incident occurred in Kech district.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Pakistan,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Afghanistan,South Asia,Kabul,Kabul,34.516895,69.147011,The incident occurred in the Taimani area.,0,1,0,3,Bombing/Explosion,Business,,Unknown,Telecommunication Company Vehicle,Afghanistan,Khorasan Chapter of the Islamic State,0,1,Explosives,8,Landmine,1,START Primary Collection
2.01703E+11,2017,3,13,Pakistan,South Asia,Balochistan,Pedarak,26.156056,63.014758,The incident occurred in Kech district.,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Not Applicable,Civilian: Jahanzaib,Pakistan,Unknown,0,0,Unknown,,,1,START Primary Collection
2.01703E+11,2017,3,13,Afghanistan,South Asia,Nangarhar,Lalma,34.335648,70.458763,The incident occurred in Chaparhar district.,0,1,0,3,Bombing/Explosion,Military,NATO,North Atlantic Treaty Organization (NATO): Operation Resolute Support,United States Military Vehicle,International,Khorasan Chapter of the Islamic State,0,1,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in Wadajir area,1,1,1,3,Bombing/Explosion,Business,Industrial/Textiles/Factory,Sweet Factory,Factory,Somalia,Al-Shabaab,0,1,Explosives,15,Vehicle,1,START Primary Collection
2.01703E+11,2017,3,13,India,South Asia,Jammu and Kashmir,Kakapora,33.951888,74.929642,The incident occurred in Pulwama district.,0,1,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of India,Residence of Former Sarpanch: Fayaz Ahmed Dar,India,Lashkar-e-Taiba (LeT),0,0,Firearms,2,Automatic or Semi-Automatic Rifle,1,START Primary Collection
2.01703E+11,2017,3,13,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Waberi neighborhood.,1,1,1,3,Bombing/Explosion,Business,Hotel/Resort,Wehliye Hotel,Hotel,Somalia,Al-Shabaab,0,1,Explosives,15,Vehicle,8,START Primary Collection
2.01703E+11,2017,3,11,Afghanistan,South Asia,Nangarhar,Ghani Khel district,34.195841,70.787515,The incident occurred in the Markoh area.,0,1,0,9,Unknown,Police,"Police Building (headquarters, station, school)",Afghan Local Police (ALP),Checkpost,Afghanistan,Taliban,0,1,Unknown,,,11,START Primary Collection
2.01703E+11,2017,3,12,Pakistan,South Asia,Balochistan,Turbat,25.999413,63.047451,The incident occurred in the Koshk neighborhood.,0,1,0,3,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Frontier Corps (FC),Checkpost,Pakistan,Baloch Liberation Army (BLA),0,1,Explosives,7,Grenade,0,START Primary Collection
2.01703E+11,2017,3,13,Afghanistan,South Asia,Kabul,Kabul,34.516895,69.147011,The incident occurred in the Beni Hesar neighborhood.,0,1,0,2,Armed Assault,Police,Police Security Forces/Officers,Afghan Police,Officers,Afghanistan,Taliban,0,1,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01703E+11,2017,3,13,Somalia,Sub-Saharan Africa,Lower Juba,Kismayo,-0.357847,42.54665,The incident occurred in the Calanley neighborhood.,0,1,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Unknown,0,0,Explosives,13,Suicide (carried bodily by human being),1,START Primary Collection
2.01703E+11,2017,3,13,Bangladesh,South Asia,Rangpur,Bochaganj,25.799722,88.462189,The incident occurred in Dinajpur district.,0,1,0,2,Armed Assault,Religious Figures/Institutions,Religious Figure,Unknown,Sufi Spiritual Leader: Farhad Hossain Chowdhury,Bangladesh,Unknown,0,0,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01703E+11,2017,3,13,Bangladesh,South Asia,Chittagong,Maynamati,23.47884,91.110871,"The incident occurred along the Dhaka-Chittagong highway, near Comilla.",0,1,0,3,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Highway Police,Moynamoti Police Station,Bangladesh,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,The incident occurred near the Lions' Gate in the Old City.,0,1,0,2,Armed Assault,Police,Police Security Forces/Officers,Israeli Border Police,Officers,Israel,Palestinian Extremists,0,0,Melee,23,Knife or Other Sharp Object,1,START Primary Collection
2.01703E+11,2017,3,14,Philippines,Southeast Asia,Bukidnon,San Fernando,7.91778,125.328624,,0,1,0,7,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Fighter Wine Company,Delivery Van,Philippines,New People's Army (NPA),0,0,Incendiary,20,Gasoline or Alcohol,0,START Primary Collection
2.01703E+11,2017,3,13,Mali,Sub-Saharan Africa,Gao,Ansongo district,15.322121,0.74734,The incident occurred near Fafa.,0,1,0,2,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Market,Mali,Muslim extremists,0,0,Firearms,5,Unknown Gun Type,4,START Primary Collection
2.01703E+11,2017,3,13,Pakistan,South Asia,Federally Administered Tribal Areas,Jani Khel Bara,34.021103,71.287421,The incident occurred in Khyber district.,0,1,0,3,Bombing/Explosion,Educational Institution,School/University/Educational Building,Unknown,School,Pakistan,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,13,Syria,Middle East & North Africa,Homs,Palmyra,34.558525,38.293671,,0,1,1,3,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Syrian Army,Soldiers,Syria,Islamic State of Iraq and the Levant (ISIL),0,1,Explosives,15,Vehicle,1,START Primary Collection
2.01703E+11,2017,3,13,Ethiopia,Sub-Saharan Africa,Gambela,Jor,7.75,33.833056,The incident occurred in Zone 2.,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Ethiopia,Murle Tribe,0,0,Firearms,5,Unknown Gun Type,14,START Primary Collection
2.01703E+11,2017,3,10,South Sudan,Sub-Saharan Africa,Southern Liech,Mayendit,8.133056,30.004444,The incident occurred in Unity district.,0,1,0,6,Hostage Taking (Kidnapping),NGO,International NGO,Samaritan's Purse,Aid Workers,International,Sudan People's Liberation Movement in Opposition (SPLM-IO),1,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01703E+11,2017,3,13,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Wardhigley neighborhood.,0,1,0,3,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Soldiers,Somalia,Unknown,0,0,Explosives,7,Grenade,,START Primary Collection
2.01703E+11,2017,3,13,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Huriwa neighborhood.,0,1,0,2,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Government of Hirshabelle,Official,Somalia,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,13,Kosovo,Eastern Europe,Pristina,Pristina,42.662914,21.165503,The incident occurred in Pristina district.,0,0,0,1,Assassination,Private Citizens & Property,Political Party Member/Rally,League of Communists of Kosovo,Former Leader: Azem Vllasi in Pristina,Kosovo,Albanian extremists,0,1,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01703E+11,2017,3,13,Philippines,Southeast Asia,Masbate,Bacolod,12.349039,123.571724,The incident occurred on the Bombon Bridge on the Sitio Feeder Road.,0,1,0,1,Assassination,Journalists & Media,Newspaper Journalist/Staff/Facility,Remate Tabloid,Journalist: Joaquin Briones,Philippines,Unknown,0,0,Firearms,3,Handgun,1,START Primary Collection
2.01703E+11,2017,3,13,Philippines,Southeast Asia,Maguindanao,Cotabato,7.209594,124.241966,The incident occurred on Pansacala Street.,0,1,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of Bagua 2,Councilor: Johair Tan,Philippines,Unknown,0,0,Firearms,2,Automatic or Semi-Automatic Rifle,2,START Primary Collection
2.01703E+11,2017,3,13,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,The incident occurred in the Salam area.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,8,START Primary Collection
2.01703E+11,2017,3,13,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,The incident occurred in Hadar neighborhood on the right bank of the city.,0,0,0,9,Unknown,Military,Paramilitary,Iraqi Volunteer Forces,Forces,Iraq,Islamic State of Iraq and the Levant (ISIL),0,0,Unknown,,,15,START Primary Collection
2.01703E+11,2017,3,13,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,The incident occurred in the Bab al-Toub neighborhood.,0,1,0,3,Bombing/Explosion,Police,Police Security Forces/Officers,Federal Police,Forces,Iraq,Islamic State of Iraq and the Levant (ISIL),0,1,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",4,START Primary Collection
2.01703E+11,2017,3,13,Afghanistan,South Asia,Ghazni,Raasni,32.740789,67.624498,The incident occurred in Gelan district.,0,0,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Taliban,0,0,Explosives,15,Vehicle,3,START Primary Collection
2.01703E+11,2017,3,13,Philippines,Southeast Asia,Bulacan,Buluwalto,14.816326,120.866163,,0,1,0,3,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Provincial Public Safety Company (PPSC),Police Station,Philippines,Unknown,0,0,Explosives,7,Grenade,0,START Primary Collection
2.01703E+11,2017,3,13,India,South Asia,Mizoram,Unknown,24.138431,92.461212,The incident occurred by Meidili River on the Assam-Mizoram border.,0,0,0,2,Armed Assault,Police,Police Security Forces/Officers,Indian Forest Service (IFS),Guards,India,Unknown,0,0,Firearms,2,Automatic or Semi-Automatic Rifle,0,START Primary Collection
2.01703E+11,2017,3,13,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,The incident occurred in the Hayah neighborhood in the southern area of the city.,0,1,0,3,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Shops,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,1,START Primary Collection
2.01703E+11,2017,3,13,Iraq,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,The incident occurred in the Hayy al Mu'allimin neighborhood.,0,0,0,1,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Vehicle of Tribal Sheikhs,Iraq,Unknown,0,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01703E+11,2017,3,13,United Kingdom,Western Europe,Northern Ireland,Carrickfergus,54.728457,-5.837902,The incident occurred in the Woodburn area of the city.,0,1,0,1,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Ulster Defence Association (UDA),Vehicle of Former Chief: George Gilmore,Northern Ireland,South East Antrim Brigade,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,14,Pakistan,South Asia,Balochistan,Gwadar,25.1458,62.326557,The incident occurred between the areas of Nilet and Karwat.,0,1,0,3,Bombing/Explosion,Utilities,Electricity,Quetta Electric Supply Company (QESCO),Power Pylon,Pakistan,Baloch Liberation Front (BLF),0,1,Explosives,12,Remote Trigger,0,START Primary Collection
2.01703E+11,2017,3,14,Pakistan,South Asia,Balochistan,Chattar,28.869226,68.334419,The incident occurred in Nasirabad district.,0,1,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Pakistan,Unknown,0,0,Explosives,8,Landmine,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,The incident occurred in the western part of the city.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,15,Vehicle,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Nineveh,Khan Sur,36.46806,41.616802,The incident occurred in Sinjar district.,0,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Iraqi Armed Forces,Forces,Iraq,Kurdistan Workers' Party (PKK),0,0,Unknown,,,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Diyala,Adhaim,34.275066,44.537865,The incident occurred in Khalis district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Al 'Uzaym Subdistrict,Subdistrict,Iraq,Islamic State of Iraq and the Levant (ISIL),0,1,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",1,START Primary Collection
2.01703E+11,2017,3,12,Afghanistan,South Asia,Uruzgan,Chora district,32.845727,66.050109,,0,1,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Taliban,0,0,Explosives,8,Landmine,5,START Primary Collection
2.01703E+11,2017,3,14,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,"The incident occurred in Bakara Market, in the Hawl Wadag neighborhood.",0,1,0,1,Assassination,Government (General),Election-related,Somali Electoral College,Electoral Delegate: Khanas,Somalia,Unknown,0,0,Firearms,3,Handgun,1,START Primary Collection
2.01703E+11,2017,3,14,Burkina Faso,Sub-Saharan Africa,Sahel,Baraboule,14.20701,-1.852514,The incident occurred in Soum district.,0,1,0,6,Hostage Taking (Kidnapping),Educational Institution,School/University/Educational Building,Baraboule School,School,Burkina Faso,Muslim extremists,0,0,Incendiary,18,Arson/Fire,,START Primary Collection
2.01703E+11,2017,3,14,South Sudan,Sub-Saharan Africa,Eastern Lakes,Yerol district,6.56098,30.502,,0,1,0,2,Armed Assault,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",International Organization for Migration (IOM),Aid Convoy,International,Unknown,0,0,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01703E+11,2017,3,14,India,South Asia,Karnataka,Bommasandra,12.823327,77.69187,The incident occurred in Bengaluru district.,0,1,0,1,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Bharatiya Janata Party (BJP),Councillor: Kithaganahalli Vasu,India,Unknown,0,0,Melee,23,Knife or Other Sharp Object,1,START Primary Collection
2.01703E+11,2017,3,14,Syria,Middle East & North Africa,Homs,Homs,34.717705,36.722824,The incident occurred in the Wadi al-Dhahb neighborhood.,0,1,0,3,Bombing/Explosion,Transportation,Bus (excluding tourists),Unknown,Passenger Bus,Syria,Unknown,0,0,Explosives,16,Unknown Explosive Type,2,START Primary Collection
2.01703E+11,2017,3,14,Libya,Middle East & North Africa,Tripoli,Tripoli,32.867867,13.189067,The incident occurred in Tariq Zanatah in Zanatah neighborhood.,0,1,0,7,Facility/Infrastructure Attack,Journalists & Media,Television Journalist/Staff/Facility,Al-Nabaa TV,Station,Libya,Unknown,0,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01703E+11,2017,3,13,Afghanistan,South Asia,Faryab,Shirin Tagab district,36.23828,64.864446,,1,0,0,9,Unknown,Military,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outposts,Afghanistan,Taliban,0,0,Unknown,,,4,START Primary Collection
2.01703E+11,2017,3,13,Afghanistan,South Asia,Faryab,Dawlatabad district,36.507414,65.000854,,1,0,0,9,Unknown,Military,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outposts,Afghanistan,Taliban,0,0,Unknown,,,4,START Primary Collection
2.01703E+11,2017,3,14,Turkey,Middle East & North Africa,Kilis,Elbeyli district,36.700283,37.446795,,0,1,0,3,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Turkish Armed Forces (TSK),Patrol,Turkey,Unknown,0,0,Explosives,8,Landmine,0,START Primary Collection
2.01703E+11,2017,3,14,Philippines,Southeast Asia,Nueva Ecija,San Fabian,15.592462,120.904995,,0,1,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of San Fabian,Village Chair: Chiqui Sumait,Philippines,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,14,Saudi Arabia,Middle East & North Africa,Eastern,Qatif,26.554785,50.004524,,0,1,0,2,Armed Assault,Military,Military Unit/Patrol/Convoy,Royal Saudi Arabian Armed Forces,Patrol,Saudi Arabia,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,14,Pakistan,South Asia,Khyber Pakhtunkhwa,Jazomaidan,33.37035,70.547196,"The incident occurred near Thal, in Hangu district.",0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Pakistan,Unknown,0,0,Explosives,14,Time Fuse,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,The incident occurred in the Sihah neighborhood.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,1,START Primary Collection
2.01703E+11,2017,3,14,Ireland,Western Europe,Kildare,Derrinturn,53.341275,-6.945159,The incident occurred in the Ashgrove Estate neighborhood.,0,0,0,3,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Not Applicable,Residence,Ireland,Unknown,0,0,Explosives,31,Pipe Bomb,0,START Primary Collection
2.01703E+11,2017,3,14,Afghanistan,South Asia,Ghazni,Tasan,33.503654,68.598741,The incident occurred in Dih Yak district.,0,1,0,2,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Posts,Afghanistan,Taliban,0,0,Firearms,5,Unknown Gun Type,8,START Primary Collection
2.01703E+11,2017,3,14,India,South Asia,Bihar,Mahuraushan,24.79082,85.006213,The incident occurred in Gaya district.,0,1,0,2,Armed Assault,Terrorists/Non-State Militia,Non-State Militia,Bhakt Sangharsh Samiti,Member: Kaushal Pawan,India,Communist Party of India - Maoist (CPI-Maoist),0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,14,Yemen,Middle East & North Africa,Shabwah,Usaylan district,15.00141,45.855728,The incident occurred near Ben Ageel mountain.,0,1,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Military of Yemen,Soldiers,Yemen,Houthi extremists (Ansar Allah),0,0,Unknown,,,,START Primary Collection
2.01703E+11,2017,3,14,France,Western Europe,Occitanie,Narbonne,43.17857,3.000771,,0,1,0,7,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Leader Price,Store,France,Comite d'Action Viticole,0,1,Incendiary,18,Arson/Fire,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,The incident occurred in the Kirkuk district.,0,1,0,2,Armed Assault,Business,Retail/Grocery/Bakery,Unknown,Barber Shop,Iraq,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Al Anbar,Radhwaniyah,33.185299,44.26778,The incident occurred in the Abu Ghraib district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilian,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Babil,Latifiyah,32.982933,44.361595,The incident occurred in the Mahawil district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Unknown,Market,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,14,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,The incident occurred in the Suwaib area in the Rasheed neighborhood.,0,1,0,3,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Shops,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01703E+11,2017,3,15,Germany,Western Europe,Berlin,Berlin,52.50153,13.401851,,0,0,0,1,Assassination,Government (General),"Government Personnel (excluding police, military)",German Federal Ministry of Finance,Office of Finance Minister: Wolfgang Schaeuble,Germany,Conspiracy of Cells of Fire,0,1,Explosives,9,Letter Bomb,0,START Primary Collection
2.01703E+11,2017,3,15,Afghanistan,South Asia,Sari Pul,Qara Khwal,36.067897,65.649836,The incident occurred in Sayyad district.,0,1,0,1,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Not Applicable,"Hazara Elders: Abdul Rashid Bay, Hajji Baz Mohammad, Mohammad Zaki",Afghanistan,Khorasan Chapter of the Islamic State,0,1,Firearms,5,Unknown Gun Type,3,START Primary Collection
2.01703E+11,2017,3,15,Pakistan,South Asia,Balochistan,Quetta,30.200819,66.994354,The incident occurred on Brewery Road in the Wahdat Colony neighborhood.,0,1,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Federal Ministry of Education,Secretary for Higher Education: Abdullah Jan,Pakistan,Unknown,0,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
